"season","team","wins","losses","ties","playoffs","game_type","probability_to_make_playoffs","off_epa","def_epa","total_epa"
2012,"NYJ",6,10,0,0,NA,"0.29",-0.102559,-0.007382,-0.095177
2012,"OAK",4,12,0,0,NA,"0.01",NA,NA,NA
2012,"PHI",4,12,0,0,NA,"0.01",-0.07538,0.08622,-0.1616
2012,"PIT",8,8,0,0,NA,"10.77",-0.006975,-0.037793,0.030818
2012,"SD",7,9,0,0,NA,"1.82",NA,NA,NA
2012,"SEA",11,5,0,1,"DIV","97.07",0.108902,-0.053859,0.162761
2012,"SF",11,4,1,1,"SB","97.07",0.105317,-0.073091,0.178408
2012,"STL",7,8,1,0,NA,"1.82",NA,NA,NA
2012,"TB",7,9,0,0,NA,"1.82",0.016036,0.027422,-0.011386
2012,"TEN",6,10,0,0,NA,"0.29",-0.092706,0.04836,-0.141066
2012,"WAS",10,6,0,1,"WC","83.60",0.13744,0.043678,0.093762
2013,"ARI",10,6,0,0,NA,"83.60",-0.020932,-0.086208,0.065276
2013,"ATL",4,12,0,0,NA,"0.01",0.006774,0.094196,-0.087422
2013,"BAL",8,8,0,0,NA,"10.77",-0.094767,-0.03059,-0.064177
2013,"BUF",6,10,0,0,NA,"0.29",-0.071935,-0.07283,0.000895000000000007
2013,"CAR",12,4,0,1,"DIV","99.54",0.050855,-0.093414,0.144269
2013,"CHI",8,8,0,0,NA,"10.77",0.080728,0.084661,-0.00393300000000001
2013,"CIN",11,5,0,1,"WC","97.07",0.029722,-0.099059,0.128781
2013,"CLE",4,12,0,0,NA,"0.01",-0.074554,0.010299,-0.084853
2013,"DAL",8,8,0,0,NA,"10.77",0.059836,0.072082,-0.012246
2013,"DEN",13,3,0,1,"SB","99.93",0.203749,-0.005832,0.209581
2013,"DET",7,9,0,0,NA,"1.82",-0.00478,-0.01165,0.00687
2013,"GB",8,7,1,1,"WC","10.77",0.068567,0.075118,-0.006551
2013,"HOU",2,14,0,0,NA,"0.00",-0.108588,0.041192,-0.14978
2013,"IND",11,5,0,1,"DIV","97.07",0.049616,0.016481,0.033135
2013,"JAX",4,12,0,0,NA,"0.01",-0.158595,0.083071,-0.241666
2013,"KC",11,5,0,1,"WC","97.07",0.022991,-0.050465,0.073456
2013,"MIA",8,8,0,0,NA,"10.77",-0.04089,0.00192,-0.04281
2013,"MIN",5,10,1,0,NA,"0.04",-0.018033,0.079407,-0.09744
2013,"NE",12,4,0,1,"CON","99.54",0.062342,0.000334,0.062008
2013,"NO",11,5,0,1,"DIV","97.07",0.113614,-0.032141,0.145755
2013,"NYG",7,9,0,0,NA,"1.82",-0.140748,-0.062774,-0.077974
2013,"NYJ",8,8,0,0,NA,"10.77",-0.103539,0.005267,-0.108806
2013,"OAK",4,12,0,0,NA,"0.01",NA,NA,NA
2013,"PHI",10,6,0,1,"WC","83.60",0.097945,0.004012,0.093933
2013,"PIT",8,8,0,0,NA,"10.77",-0.00133,-0.002351,0.001021
2013,"SD",9,7,0,1,"DIV","43.96",NA,NA,NA
2013,"SEA",13,3,0,1,"CHMP","99.93",0.057543,-0.150689,0.208232
2013,"SF",12,4,0,1,"CON","99.54",0.034037,-0.078023,0.11206
2013,"STL",7,9,0,0,NA,"1.82",NA,NA,NA
2013,"TB",4,12,0,0,NA,"0.01",-0.088094,0.019745,-0.107839
2013,"TEN",7,9,0,0,NA,"1.82",0.01987,0.016545,0.003325
2013,"WAS",3,13,0,0,NA,"0.00",-0.056702,0.035967,-0.092669
2014,"ARI",11,5,0,1,"WC","97.07",-0.02455,-0.050118,0.025568
2014,"ATL",6,10,0,0,NA,"0.29",0.006945,0.074811,-0.067866
2014,"BAL",10,6,0,1,"DIV","83.60",0.066288,-0.031453,0.097741
2014,"BUF",9,7,0,0,NA,"43.96",-0.074716,-0.10418,0.029464
2014,"CAR",7,8,1,1,"DIV","1.82",-0.006738,0.004514,-0.011252
2014,"CHI",5,11,0,0,NA,"0.04",-0.049755,0.078803,-0.128558
2014,"CIN",10,5,1,1,"WC","83.60",-0.017636,-0.010715,-0.006921
2014,"CLE",7,9,0,0,NA,"1.82",-0.069936,-0.03503,-0.034906
2014,"DAL",12,4,0,1,"DIV","99.54",0.117037,0.002874,0.114163
2014,"DEN",12,4,0,1,"DIV","99.54",0.090469,-0.056944,0.147413
2014,"DET",11,5,0,1,"WC","97.07",-0.006953,-0.101189,0.094236
2014,"GB",12,4,0,1,"CON","99.54",0.141601,-0.039996,0.181597
2014,"HOU",9,7,0,0,NA,"43.96",-0.030695,-0.117086,0.086391
2014,"IND",11,5,0,1,"CON","97.07",0.027252,-0.037739,0.064991
2014,"JAX",3,13,0,0,NA,"0.00",-0.162672,0.008705,-0.171377
2014,"KC",9,7,0,0,NA,"43.96",0.021476,-0.027965,0.049441
2014,"MIA",8,8,0,0,NA,"10.77",0.01965,-0.00512,0.02477
2014,"MIN",7,9,0,0,NA,"1.82",-0.02947,0.011316,-0.040786
2014,"NE",12,4,0,1,"CHMP","99.54",0.087837,-0.018674,0.106511
2014,"NO",7,9,0,0,NA,"1.82",0.066386,0.090309,-0.023923
2014,"NYG",6,10,0,0,NA,"0.29",-0.014331,0.018241,-0.032572
2014,"NYJ",4,12,0,0,NA,"0.01",-0.07714,0.047373,-0.124513
2014,"OAK",3,13,0,0,NA,"0.00",NA,NA,NA
2014,"PHI",10,6,0,0,NA,"83.60",-0.005607,-0.026688,0.021081
2014,"PIT",11,5,0,1,"WC","97.07",0.121034,0.03644,0.084594
2014,"SD",9,7,0,0,NA,"43.96",NA,NA,NA
2014,"SEA",12,4,0,1,"SB","99.54",0.085999,-0.110459,0.196458
2014,"SF",8,8,0,0,NA,"10.77",-0.028768,-0.021835,-0.006933
2014,"STL",6,10,0,0,NA,"0.29",NA,NA,NA
2014,"TB",2,14,0,0,NA,"0.00",-0.110942,0.033561,-0.144503
2014,"TEN",2,14,0,0,NA,"0.00",-0.122518,0.069763,-0.192281
2014,"WAS",4,12,0,0,NA,"0.01",-0.053536,0.076076,-0.129612
2015,"ARI",13,3,0,1,"CON","99.93",0.133139,-0.095081,0.22822
2015,"ATL",8,8,0,0,NA,"10.77",-0.000694,0.012864,-0.013558
2015,"BAL",5,11,0,0,NA,"0.04",-0.081839,0.047211,-0.12905
2015,"BUF",8,8,0,0,NA,"10.77",0.024174,0.024716,-0.000541999999999997
2015,"CAR",15,1,0,1,"SB","100.00",0.073993,-0.120126,0.194119
2015,"CHI",6,10,0,0,NA,"0.29",-0.020143,0.039501,-0.059644
2015,"CIN",12,4,0,1,"WC","99.54",0.076645,-0.061252,0.137897
2015,"CLE",3,13,0,0,NA,"0.00",-0.072719,0.086569,-0.159288
2015,"DAL",4,12,0,0,NA,"0.01",-0.071503,0.049485,-0.120988
2015,"DEN",12,4,0,1,"CHMP","99.54",-0.070617,-0.133238,0.062621
2015,"DET",7,9,0,0,NA,"1.82",-0.021262,0.043744,-0.065006
2015,"GB",10,6,0,1,"DIV","83.60",0.004382,-0.045572,0.049954
2015,"HOU",9,7,0,1,"WC","43.96",-0.053329,-0.103999,0.05067
2015,"IND",8,8,0,0,NA,"10.77",-0.081805,0.002196,-0.084001
2015,"JAX",5,11,0,0,NA,"0.04",-0.055284,0.048088,-0.103372
2015,"KC",11,5,0,1,"DIV","97.07",0.032643,-0.097733,0.130376
2015,"MIA",6,10,0,0,NA,"0.29",-0.031373,0.050984,-0.082357
2015,"MIN",11,5,0,1,"WC","97.07",0.022756,-0.034287,0.057043
2015,"NE",12,4,0,1,"CON","99.54",0.089047,-0.04703,0.136077
2015,"NO",7,9,0,0,NA,"1.82",0.078125,0.142575,-0.06445
2015,"NYG",6,10,0,0,NA,"0.29",0.02533,0.063445,-0.038115
2015,"NYJ",10,6,0,0,NA,"83.60",0.022779,-0.097851,0.12063
2015,"OAK",7,9,0,0,NA,"1.82",NA,NA,NA
2015,"PHI",7,9,0,0,NA,"1.82",-0.044129,0.027981,-0.07211
2015,"PIT",10,6,0,1,"DIV","83.60",0.082398,-0.045617,0.128015
2015,"SD",4,12,0,0,NA,"0.01",NA,NA,NA
2015,"SEA",10,6,0,1,"DIV","83.60",0.101923,-0.078176,0.180099
2015,"SF",5,11,0,0,NA,"0.04",-0.090813,0.064304,-0.155117
2015,"STL",7,9,0,0,NA,"1.82",NA,NA,NA
2015,"TB",6,10,0,0,NA,"0.29",0.006864,0.045585,-0.038721
2015,"TEN",3,13,0,0,NA,"0.00",-0.101457,0.019931,-0.121388
2015,"WAS",9,7,0,1,"WC","43.96",0.022815,0.003448,0.019367
2016,"ARI",7,8,1,0,NA,"1.82",-0.006139,-0.088971,0.082832
2016,"ATL",11,5,0,1,"SB","97.07",0.191624,0.05066,0.140964
2016,"BAL",8,8,0,0,NA,"10.77",-0.057119,-0.036831,-0.020288
2016,"BUF",7,9,0,0,NA,"1.82",0.056851,0.019802,0.037049
2016,"CAR",6,10,0,0,NA,"0.29",-0.047058,-0.001222,-0.045836
2016,"CHI",3,13,0,0,NA,"0.00",-0.042128,0.069848,-0.111976
2016,"CIN",6,9,1,0,NA,"0.29",0.051606,0.018146,0.03346
2016,"CLE",1,15,0,0,NA,"0.00",-0.053498,0.137315,-0.190813
2016,"DAL",13,3,0,1,"DIV","99.93",0.123728,0.009529,0.114199
2016,"DEN",9,7,0,0,NA,"43.96",-0.058342,-0.11957,0.061228
2016,"DET",9,7,0,1,"WC","43.96",0.05388,0.108558,-0.054678
2016,"GB",10,6,0,1,"CON","83.60",0.127015,0.05692,0.070095
2016,"HOU",9,7,0,1,"DIV","43.96",-0.078545,-0.051921,-0.026624
2016,"IND",8,8,0,0,NA,"10.77",0.04618,0.072384,-0.026204
2016,"JAX",3,13,0,0,NA,"0.00",-0.058123,-0.014983,-0.04314
2016,"KC",12,4,0,1,"DIV","99.54",0.01438,-0.026868,0.041248
2016,"LA",4,12,0,0,NA,"0.01",-0.202796,0.0204,-0.223196
2016,"MIA",10,6,0,1,"WC","83.60",-0.004887,0.016919,-0.021806
2016,"MIN",8,8,0,0,NA,"10.77",-0.041695,-0.088413,0.046718
2016,"NE",14,2,0,1,"CHMP","99.99",0.127897,-0.045375,0.173272
2016,"NO",7,9,0,0,NA,"1.82",0.099083,0.086628,0.012455
2016,"NYG",11,5,0,1,"WC","97.07",-0.074871,-0.085693,0.010822
2016,"NYJ",5,11,0,0,NA,"0.04",-0.068391,0.045503,-0.113894
2016,"OAK",12,4,0,1,"WC","99.54",NA,NA,NA
2016,"PHI",7,9,0,0,NA,"1.82",-0.014745,-0.028839,0.014094
2016,"PIT",11,5,0,1,"CON","97.07",0.081708,0.013772,0.067936
2016,"SD",5,11,0,0,NA,"0.04",NA,NA,NA
2016,"SEA",10,5,1,1,"DIV","83.60",0.022389,-0.049612,0.072001
2016,"SF",2,14,0,0,NA,"0.00",-0.087283,0.088973,-0.176256
2016,"TB",9,7,0,0,NA,"43.96",-0.003615,0.002108,-0.005723
2016,"TEN",9,7,0,0,NA,"43.96",0.03229,0.034108,-0.001818
2016,"WAS",8,7,1,0,NA,"10.77",0.114384,0.069984,0.0444
2017,"ARI",8,8,0,0,NA,"10.77",-0.128681,-0.093627,-0.035054
2017,"ATL",10,6,0,1,"DIV","83.60",0.046038,-0.009933,0.055971
2017,"BAL",9,7,0,0,NA,"43.96",-0.053046,-0.114393,0.061347
2017,"BUF",9,7,0,1,"WC","43.96",-0.070624,0.012047,-0.082671
2017,"CAR",11,5,0,1,"WC","97.07",-0.019077,-0.057375,0.038298
2017,"CHI",5,11,0,0,NA,"0.04",-0.111666,-0.050024,-0.061642
2017,"CIN",7,9,0,0,NA,"1.82",-0.087825,-0.019491,-0.068334
2017,"CLE",0,16,0,0,NA,"0.00",-0.144761,0.016991,-0.161752
2017,"DAL",9,7,0,0,NA,"43.96",0.004467,0.022628,-0.018161
2017,"DEN",5,11,0,0,NA,"0.04",-0.118599,-0.087012,-0.031587
2017,"DET",9,7,0,0,NA,"43.96",-0.04657,-0.050175,0.003605
2017,"GB",7,9,0,0,NA,"1.82",-0.023624,0.043223,-0.066847
2017,"HOU",4,12,0,0,NA,"0.01",-0.053037,0.031493,-0.08453
2017,"IND",4,12,0,0,NA,"0.01",-0.107965,0.069937,-0.177902
2017,"JAX",10,6,0,1,"CON","83.60",0.019684,-0.191189,0.210873
2017,"KC",10,6,0,1,"WC","83.60",0.079606,0.025995,0.053611
2017,"LA",11,5,0,1,"WC","97.07",0.053801,-0.073568,0.127369
2017,"LAC",9,7,0,0,NA,"43.96",0.083903,-0.070302,0.154205
2017,"MIA",6,10,0,0,NA,"0.29",-0.12396,0.031719,-0.155679
2017,"MIN",13,3,0,1,"CON","99.93",0.028128,-0.133006,0.161134
2017,"NE",13,3,0,1,"SB","99.93",0.138189,0.028556,0.109633
2017,"NO",11,5,0,1,"DIV","97.07",0.092771,-0.026607,0.119378
2017,"NYG",3,13,0,0,NA,"0.00",-0.108278,0.010587,-0.118865
2017,"NYJ",5,11,0,0,NA,"0.04",-0.073617,0.008684,-0.082301
2017,"OAK",6,10,0,0,NA,"0.29",NA,NA,NA
2017,"PHI",13,3,0,1,"CHMP","99.93",0.053577,-0.11009,0.163667
2017,"PIT",13,3,0,1,"DIV","99.93",0.076065,-0.039331,0.115396
2017,"SEA",9,7,0,0,NA,"43.96",-0.023812,-0.056435,0.032623
2017,"SF",6,10,0,0,NA,"0.29",-0.041906,0.030344,-0.07225
2017,"TB",5,11,0,0,NA,"0.04",0.001126,0.037734,-0.036608
2017,"TEN",9,7,0,1,"DIV","43.96",-0.069504,-0.032045,-0.037459
2017,"WAS",7,9,0,0,NA,"1.82",-0.051233,-0.036968,-0.014265
2018,"ARI",3,13,0,0,NA,"0.00",-0.237184,0.029246,-0.26643
2018,"ATL",7,9,0,0,NA,"1.82",0.081922,0.085413,-0.00349100000000001
2018,"BAL",10,6,0,1,"WC","83.60",0.033711,-0.072267,0.105978
2018,"BUF",6,10,0,0,NA,"0.29",-0.15086,-0.082931,-0.067929
2018,"CAR",7,9,0,0,NA,"1.82",0.065529,0.055207,0.010322
2018,"CHI",12,4,0,1,"WC","99.54",0.04293,-0.135006,0.177936
2018,"CIN",6,10,0,0,NA,"0.29",0.01062,0.105124,-0.094504
2018,"CLE",7,8,1,0,NA,"1.82",-0.010675,0.008222,-0.018897
2018,"DAL",10,6,0,1,"DIV","83.60",0.010547,-0.033654,0.044201
2018,"DEN",6,10,0,0,NA,"0.29",-0.025284,0.005598,-0.030882
2018,"DET",6,10,0,0,NA,"0.29",-0.026752,0.039089,-0.065841
2018,"GB",6,9,1,0,NA,"0.29",0.055886,0.057227,-0.001341
2018,"HOU",11,5,0,1,"WC","97.07",0.030919,-0.063128,0.094047
2018,"IND",10,6,0,1,"DIV","83.60",0.061812,-0.028044,0.089856
2018,"JAX",5,11,0,0,NA,"0.04",-0.131822,-0.035965,-0.095857
2018,"KC",12,4,0,1,"CON","99.54",0.236158,0.072858,0.1633
2018,"LA",13,4,0,1,"SB","99.93",0.151357,-0.00502,0.156377
2018,"LAC",12,4,0,1,"DIV","99.54",0.126969,-0.020133,0.147102
2018,"MIA",7,9,0,0,NA,"1.82",-0.111683,0.068044,-0.179727
2018,"MIN",8,7,1,0,NA,"10.77",-0.073194,-0.092205,0.019011
2018,"NE",11,5,0,1,"CHMP","97.07",0.08915,-0.040362,0.129512
2018,"NO",13,3,0,1,"CON","99.93",0.15531,0.020457,0.134853
2018,"NYG",5,11,0,0,NA,"0.04",0.01809,0.071079,-0.052989
2018,"NYJ",4,12,0,0,NA,"0.01",-0.129361,0.027391,-0.156752
2018,"OAK",4,12,0,0,NA,"0.01",NA,NA,NA
2018,"PHI",9,7,0,1,"DIV","43.96",0.040287,0.024576,0.015711
2018,"PIT",9,6,1,0,NA,"43.96",0.10486,0.029414,0.075446
2018,"SEA",10,6,0,1,"WC","83.60",0.093953,0.001475,0.092478
2018,"SF",4,12,0,0,NA,"0.01",-0.021048,0.070801,-0.091849
2018,"TB",5,11,0,0,NA,"0.04",0.042356,0.101477,-0.059121
2018,"TEN",9,7,0,0,NA,"43.96",-0.028479,-0.015505,-0.012974
2018,"WAS",7,9,0,0,NA,"1.82",-0.07172,0.034954,-0.106674
2019,"ARI",5,10,1,0,NA,"0.04",0.018368,0.093619,-0.075251
2019,"ATL",7,9,0,0,NA,"1.82",0.011269,0.04393,-0.032661
2019,"BAL",14,2,0,1,"DIV","99.99",0.201382,-0.087632,0.289014
2019,"BUF",10,6,0,1,"WC","83.60",-0.020871,-0.081737,0.060866
2019,"CAR",5,11,0,0,NA,"0.04",-0.087412,0.057411,-0.144823
2019,"CHI",8,8,0,0,NA,"10.77",-0.078609,-0.048517,-0.030092
2019,"CIN",2,14,0,0,NA,"0.00",-0.094372,0.098358,-0.19273
2019,"CLE",6,10,0,0,NA,"0.29",-0.028111,0.048647,-0.076758
2019,"DAL",8,8,0,0,NA,"10.77",0.111621,-0.02602,0.137641
2019,"DEN",7,9,0,0,NA,"1.82",-0.054227,-0.002347,-0.05188
2019,"DET",3,12,1,0,NA,"0.00",-0.040607,0.071457,-0.112064
2019,"GB",13,3,0,1,"CON","99.93",0.061522,-0.032482,0.094004
2019,"HOU",10,6,0,1,"DIV","83.60",0.057723,0.058281,-0.000558000000000003
2019,"IND",7,9,0,0,NA,"1.82",0.009774,-0.002309,0.012083
2019,"JAX",6,10,0,0,NA,"0.29",-0.055392,0.074339,-0.129731
2019,"KC",12,4,0,1,"CHMP","99.54",0.134402,-0.000691,0.135093
2019,"LA",9,7,0,0,NA,"43.96",-0.000216,-0.039347,0.039131
2019,"LAC",5,11,0,0,NA,"0.04",0.036867,0.038529,-0.001662
2019,"MIA",5,11,0,0,NA,"0.04",-0.077809,0.127431,-0.20524
2019,"MIN",10,6,0,1,"DIV","83.60",0.05521,-0.068769,0.123979
2019,"NE",12,4,0,1,"WC","99.54",0.009926,-0.21657,0.226496
2019,"NO",13,3,0,1,"WC","99.93",0.080761,-0.036401,0.117162
2019,"NYG",4,12,0,0,NA,"0.01",-0.063957,0.073308,-0.137265
2019,"NYJ",7,9,0,0,NA,"1.82",-0.152151,-0.021197,-0.130954
2019,"OAK",7,9,0,0,NA,"1.82",NA,NA,NA
2019,"PHI",9,7,0,1,"WC","43.96",0.004823,-0.030238,0.035061
2019,"PIT",8,8,0,0,NA,"10.77",-0.137222,-0.122531,-0.014691
2019,"SEA",11,5,0,1,"DIV","97.07",0.017077,0.016483,0.000593999999999997
2019,"SF",13,3,0,1,"SB","99.93",0.075458,-0.136413,0.211871
2019,"TB",7,9,0,0,NA,"1.82",0.004056,-0.06817,0.072226
2019,"TEN",9,7,0,1,"CON","43.96",0.06327,-0.020025,0.083295
2019,"WAS",3,13,0,0,NA,"0.00",-0.13346,0.083162,-0.216622
2020,"ARI",8,8,0,0,NA,"10.77",0.047773,0.027976,0.019797
2020,"ATL",4,12,0,0,NA,"0.01",0.041008,0.071363,-0.030355
2020,"BAL",11,5,0,1,"DIV","97.07",0.110653,-0.025173,0.135826
2020,"BUF",13,3,0,1,"CON","99.93",0.167969,0.037578,0.130391
2020,"CAR",5,11,0,0,NA,"0.04",0.019209,0.08555,-0.066341
2020,"CHI",8,8,0,1,"WC","10.77",-0.015079,0.016135,-0.031214
2020,"CIN",4,11,1,0,NA,"0.01",-0.041394,0.09488,-0.136274
2020,"CLE",11,5,0,1,"DIV","97.07",0.093092,0.082131,0.010961
2020,"DAL",6,10,0,0,NA,"0.29",-0.02639,0.071524,-0.097914
2020,"DEN",5,11,0,0,NA,"0.04",-0.071243,0.039849,-0.111092
2020,"DET",5,11,0,0,NA,"0.04",0.014582,0.207431,-0.192849
2020,"GB",13,3,0,1,"CON","99.93",0.2219,0.031289,0.190611
2020,"HOU",4,12,0,0,NA,"0.01",0.090843,0.169517,-0.078674
2020,"IND",11,5,0,1,"WC","97.07",0.083991,-0.006525,0.090516
2020,"JAX",1,15,0,0,NA,"0.00",-0.051078,0.167403,-0.218481
2020,"KC",14,2,0,1,"SB","99.99",0.179743,0.062839,0.116904
2020,"LA",10,6,0,1,"DIV","83.60",-0.012366,-0.164937,0.152571
2020,"LAC",7,9,0,0,NA,"1.82",0.043002,0.029103,0.013899
2020,"LV",8,8,0,0,NA,"10.77",0.065908,0.138332,-0.072424
2020,"MIA",10,6,0,0,NA,"83.60",0.0292,-0.023414,0.052614
2020,"MIN",7,9,0,0,NA,"1.82",0.092188,0.093975,-0.001787
2020,"NE",7,9,0,0,NA,"1.82",0.002972,0.077405,-0.074433
2020,"NO",12,4,0,1,"DIV","99.54",0.094915,-0.043469,0.138384
2020,"NYG",6,10,0,0,NA,"0.29",-0.056119,0.032801,-0.08892
2020,"NYJ",2,14,0,0,NA,"0.00",-0.115883,0.104651,-0.220534
2020,"PHI",4,11,1,0,NA,"0.01",-0.054779,0.024585,-0.079364
2020,"PIT",12,4,0,1,"WC","99.54",0.033724,-0.104123,0.137847
2020,"SEA",12,4,0,1,"WC","99.54",0.104845,0.042288,0.062557
2020,"SF",6,10,0,0,NA,"0.29",0.00801,-0.013923,0.021933
2020,"TB",11,5,0,1,"CHMP","97.07",0.146565,-0.037529,0.184094
2020,"TEN",11,5,0,1,"WC","97.07",0.189308,0.125024,0.064284
2020,"WAS",7,9,0,1,"WC","1.82",-0.054689,-0.082454,0.027765
